Header_Length,Protocol Type,Time_To_Live,Rate,fin_flag_number,syn_flag_number,rst_flag_number,psh_flag_number,ack_flag_number,ece_flag_number,cwr_flag_number,ack_count,syn_count,fin_count,rst_count,HTTP,HTTPS,DNS,Telnet,SMTP,SSH,IRC,TCP,UDP,DHCP,ARP,ICMP,IGMP,IPv,LLC,Tot sum,Min,Max,AVG,Std,Tot size,IAT,Number,Variance
31.92,6,64.0,2486.751331032929,0.05,0.11,0.19,0.22,0.81,0.0,0.0,81,11,5,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7010,60,83,70.1,7.479939501726943,70.1,0.0004065012931823,100,55.94949494949511
33.72,6,64.0,12071.67650021586,0.01,0.2,0.04,0.36,0.95,0.0,0.0,95,20,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6968,66,83,69.68,4.189645726446487,69.68,8.377790451049804e-05,100,17.553131313131306
34.08,6,64.0,4463.307545784427,0.06,0.26,0.24,0.23,0.85,0.0,0.0,85,26,6,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7105,66,83,71.05,6.155189975651738,71.05,0.000224061012268,100,37.88636363636364
32.28,6,64.0,6339.541421683469,0.03,0.17,0.12,0.23,0.85,0.0,0.0,85,17,3,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6887,60,83,68.87,5.75712996679295,68.87,0.0001577901840209,100,33.144545454545394
33.68,6,65.91,2707.906850623988,0.05,0.27,0.09,0.25,0.84,0.0,0.0,84,27,5,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.01,0.0,0.0,0.0,0.0,1.0,1.0,7214,60,246,72.14,18.41168930408894,72.14,0.0003692889213562,100,338.9903030303031
32.56,6,64.0,3540.3335809305154,0.05,0.19,0.21,0.23,0.82,0.0,0.0,82,19,5,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6950,60,83,69.5,6.241762247922934,69.5,0.0002825498580932,100,38.95959595959596
33.76,6,64.0,711.1521049865206,0.08,0.22,0.21,0.26,0.88,0.0,0.0,88,22,8,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7086,66,83,70.86,6.166085148666541,70.86,0.0014061999320983,100,38.02060606060608
34.52,6,64.0,2136.571748764709,0.2,0.33,0.15,0.3,0.66,0.0,0.0,66,33,20,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7363,60,83,73.63,6.985779205722949,73.63,0.0004682803153991,100,48.80111111111116
30.24,6,64.0,8406.261148411664,0.08,0.14,0.27,0.12,0.72,0.0,0.0,72,14,8,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6681,60,83,66.81,5.730822212590725,66.81,0.0001189708709716,100,32.84232323232326
32.76,6,64.0,5339.5933851892405,0.11,0.17,0.14,0.24,0.86,0.0,0.0,86,17,11,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6896,60,83,68.96,5.512007095625169,68.96,0.00018728017807,100,30.38222222222221
32.6,6,64.0,2928.778716570072,0.09,0.12,0.13,0.31,0.87,0.0,0.0,87,12,9,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7025,60,83,70.25,6.738064644355614,70.25,0.0003414392471313,100,45.40151515151515
31.04,6,64.0,2172.167815508589,0.11,0.15,0.24,0.24,0.71,0.0,0.0,71,15,11,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6955,60,84,69.55,7.733405172080125,69.55,0.0004603695869445,100,59.80555555555562
33.96,6,64.0,3619.773543220105,0.12,0.23,0.06,0.28,0.86,0.0,0.0,86,23,12,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7038,66,83,70.38,5.389439730255882,70.38,0.0002762603759765,100,29.046060606060596
33.16,6,64.0,2635.2420803960745,0.04,0.22,0.1,0.26,0.88,0.0,0.0,88,22,4,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7070,60,110,70.7,8.294454761946668,70.7,0.0003814911842346,100,68.79797979797976
32.48,6,64.0,1085.3897053305488,0.02,0.12,0.16,0.3,0.84,0.0,0.0,84,12,2,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7191,60,210,71.91,15.58625073971326,71.91,0.0009215283393859,100,242.93121212121216
34.56,6,64.0,4272.969366028587,0.02,0.32,0.1,0.22,0.87,0.0,0.0,87,32,2,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7035,66,83,70.35,4.942855266120806,70.35,0.0002340698242187,100,24.431818181818187
35.28,6,64.0,371.0121954563588,0.03,0.44,0.1,0.12,0.77,0.0,0.0,77,44,3,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7052,60,83,70.52,4.891716354091771,70.52,0.00270348072052,100,23.928888888888885
33.24,6,64.0,1781.3838914088649,0.03,0.23,0.18,0.17,0.72,0.0,0.0,72,23,3,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7041,60,83,70.41,6.782471466354959,70.41,0.0005614113807678,100,46.00191919191919
34.28,6,64.0,8528.821830899997,0.04,0.33,0.11,0.25,0.9,0.0,0.0,90,33,4,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7042,60,83,70.42,5.245835288949497,70.42,0.0001172590255737,100,27.51878787878785
33.92,6,64.0,5169.537191101251,0.05,0.3,0.1,0.2,0.76,0.0,0.0,76,30,5,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7063,60,83,70.63,6.1326333592668005,70.63,0.0001934909820556,100,37.60919191919201
32.88,6,64.0,2354.445841566373,0.04,0.2,0.08,0.28,0.93,0.0,0.0,93,20,4,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.01,0.0,0.0,0.0,0.0,1.0,1.0,7100,60,214,71.0,15.39382009020818,71.0,0.0004247283935546,100,236.96969696969697
33.52,6,64.0,873.063953439964,0.01,0.19,0.14,0.35,0.87,0.0,0.0,87,19,1,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7175,66,83,71.75,6.649029700610154,71.75,0.0011456418037414,100,44.20959595959596
33.68,6,64.0,3515.4378053993346,0.02,0.27,0.12,0.17,0.78,0.0,0.0,78,27,2,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6949,60,83,69.49,5.290538534005586,69.49,0.0002845191955566,100,27.989797979797974
35.04,6,64.0,6800.434521782837,0.03,0.38,0.08,0.21,0.78,0.0,0.0,78,38,3,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7166,66,83,71.66,5.735270990400836,71.66,0.0001675391197204,100,32.89333333333339
33.36,6,64.0,5684.417098094489,0.04,0.29,0.15,0.15,0.85,0.0,0.0,85,29,4,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6857,60,83,68.57,4.490742441597794,68.57,0.0001759409904479,100,20.166767676767712
33.04,6,64.0,1629.381120904991,0.07,0.22,0.18,0.22,0.83,0.0,0.0,83,22,7,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6996,60,83,69.96,6.295613351751158,69.96,0.0006137299537658,100,39.634747474747456
33.76,6,64.0,3624.8727411005193,0.04,0.28,0.11,0.27,0.75,0.0,0.0,75,28,4,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7192,60,83,71.92,6.965542899070244,71.92,0.0002761602401733,100,48.5187878787879
34.08,6,64.0,7331.417584338403,0.02,0.29,0.04,0.2,0.89,0.0,0.0,89,29,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6989,60,83,69.89,5.104751203387373,69.89,0.0001364088058471,100,26.058484848484834
35.6,6,64.0,2288.3805179854544,0.01,0.45,0.04,0.2,0.78,0.0,0.0,78,45,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7066,66,83,70.66,3.987911025014772,70.66,0.0004393410682678,100,15.90343434343437
34.16,6,64.0,3535.2011058292032,0.01,0.3,0.18,0.22,0.82,0.0,0.0,82,30,1,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7160,60,83,71.6,6.588940841602804,71.6,0.0002828884124755,100,43.414141414141454
33.24,6,64.64,6658.682330528655,0.04,0.2,0.08,0.3,0.88,0.0,0.0,88,20,4,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.01,0.01,0.0,0.0,0.0,1.0,1.0,7370,60,342,73.7,27.82539353275211,73.7,0.0001502013206481,100,774.2525252525229
31.76,6,64.0,2651.3337884649422,0.03,0.12,0.21,0.18,0.83,0.0,0.0,83,12,3,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.01,0.0,0.0,0.0,0.0,1.0,1.0,7680,60,936,76.8,86.94930602472813,76.8,0.0003771686553955,100,7560.181818181823
33.56,6,64.0,1072.695559658931,0.04,0.21,0.09,0.33,0.95,0.0,0.0,95,21,4,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7184,60,111,71.84,8.5737678385582,71.84,0.0009322309494018,100,73.50949494949495
33.04,6,64.0,2483.409022280379,0.03,0.22,0.27,0.17,0.78,0.0,0.0,78,22,3,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6961,60,83,69.61,6.170793050223516,69.61,0.0004043912887573,100,38.078686868686844
34.48,6,64.0,3118.279346056339,0.03,0.31,0.07,0.24,0.86,0.0,0.0,86,31,3,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7275,66,299,72.75,23.398771874876797,72.75,0.0003212285041809,100,547.5025252525253
33.92,6,64.0,2825.5697549868296,0.01,0.24,0.09,0.32,0.89,0.0,0.0,89,24,1,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7164,66,83,71.64,6.322191155770364,71.64,0.0003539609909057,100,39.97010101010101
33.2,6,64.0,3356.3829872364263,0.04,0.21,0.17,0.22,0.83,0.0,0.0,83,21,4,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6987,60,83,69.87,6.017910976846746,69.87,0.0002981686592102,100,36.21525252525256
33.84,6,64.0,5126.633583494267,0.03,0.29,0.12,0.18,0.8,0.0,0.0,80,29,3,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6995,60,83,69.95,5.612711043027713,69.95,0.0001951003074645,100,31.50252525252524
33.12,6,64.0,6601.980135681793,0.05,0.23,0.14,0.28,0.86,0.0,0.0,86,23,5,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7067,60,83,70.67,6.582890280450104,70.67,0.0001543307304382,100,43.33444444444444
33.28,6,64.0,3716.476603134941,0.04,0.22,0.11,0.25,0.87,0.0,0.0,87,22,4,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6930,60,83,69.3,5.026194013627629,69.3,0.0002704906463623,100,25.262626262626213
33.84,6,64.0,2641.232737829107,0.04,0.29,0.22,0.17,0.79,0.0,0.0,79,29,4,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7004,60,83,70.04,5.7768608441022025,70.04,0.0003788089752197,100,33.37212121212121
34.24,6,64.0,3150.508897251579,0.02,0.28,0.12,0.23,0.88,0.0,0.0,88,28,2,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7046,66,83,70.46,5.413078065335301,70.46,0.0003214693069458,100,29.301414141414167
32.48,6,64.0,2089.2546175456773,0.09,0.24,0.18,0.2,0.7,0.0,0.0,70,24,9,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6991,60,83,69.91,6.907900615171793,69.91,0.0004789614677429,100,47.71909090909084
33.88,6,64.0,3447.080384953607,0.09,0.28,0.18,0.27,0.83,0.0,0.0,83,28,9,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7145,60,83,71.45,6.495336322269537,71.45,0.0002901196479797,100,42.18939393939396
31.96,6,64.0,8868.387778834973,0.04,0.16,0.16,0.22,0.84,0.0,0.0,84,16,4,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6864,60,83,68.64,5.8887326070362285,68.64,0.0001127696037292,100,34.677171717171696
32.92,6,64.0,4155.574049855348,0.08,0.19,0.1,0.29,0.88,0.0,0.0,88,19,8,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7005,60,83,70.05,6.115677816196268,70.05,0.0002406406402587,100,37.40151515151515
33.36,6,64.0,4963.027298221533,0.01,0.2,0.09,0.24,0.85,0.0,0.0,85,20,1,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6985,60,83,69.85,5.677129378462139,69.85,0.0002072787284851,100,32.22979797979791
34.4,6,64.0,1442.084923500086,0.01,0.3,0.09,0.28,0.89,0.0,0.0,89,30,1,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7120,66,83,71.2,5.667557862184744,71.2,0.0006934404373168,100,32.1212121212121
33.92,6,64.0,5666.982827341143,0.0,0.24,0.02,0.25,0.84,0.0,0.0,84,24,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7073,66,83,70.73,5.935435446485279,70.73,0.0001764702796936,100,35.2293939393939
34.4,6,64.0,742.8372057602018,0.0,0.3,0.1,0.26,0.87,0.0,0.0,87,30,0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7047,66,83,70.47,5.014030818663271,70.47,0.0013461899757385,100,25.140505050505077
33.84,6,64.0,3231.4337003166484,0.0,0.23,0.12,0.26,0.91,0.0,0.0,91,23,0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7066,66,83,70.66,5.867596345070686,70.66,0.000328938961029,100,34.42868686868687
32.64,6,64.0,3983.875686252161,0.02,0.14,0.23,0.29,0.88,0.0,0.0,88,14,2,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7023,60,83,70.23,6.582583386513534,70.23,0.0002523517608642,100,43.33040404040398
33.32,6,64.0,6662.701741009023,0.06,0.21,0.17,0.28,0.79,0.0,0.0,79,21,6,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7095,60,83,70.95,6.613996484346624,70.95,0.0001503896713256,100,43.7449494949495
33.52,6,64.0,6040.097348828502,0.04,0.25,0.11,0.22,0.87,0.0,0.0,87,25,4,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7004,60,83,70.04,5.8325454013308695,70.04,0.0001655793190002,100,34.01858585858587
33.04,6,64.0,3655.644746589968,0.05,0.22,0.12,0.23,0.87,0.0,0.0,87,22,5,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6883,60,83,68.83,4.767429479120152,68.83,0.0002735495567321,100,22.72838383838385
33.68,6,64.0,545.7829804565558,0.04,0.3,0.24,0.19,0.79,0.0,0.0,79,30,4,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.01,0.0,0.0,0.0,0.0,1.0,1.0,7891,60,936,78.91,86.76568876851462,78.91,0.0018322300910949,100,7528.284747474744
33.44,6,64.0,1932.9658782974172,0.04,0.21,0.09,0.28,0.87,0.0,0.0,87,21,4,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7074,60,83,70.74,6.291922029736449,70.74,0.0005173802375793,100,39.58828282828284
32.88,6,64.0,2354.934954830523,0.03,0.2,0.2,0.25,0.82,0.0,0.0,82,20,3,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7105,60,111,71.05,8.732124598286484,71.05,0.0004246497154235,100,76.24999999999989
